player_name,country,team,total_rounds,kd,rating,game
123,China,Tales of Eastern,609,0.65,0.7,Valorant
Death01,China,DingFeng Gaming,339,0.7,0.8,Valorant
starix,Ukraine,Natus Vincere,16451,0.98,0.97,CSGO
mikigoalie,Czech Republic,KTRL,479,1.2,1.16,Valorant
sterben,Turkey,Fire Flux Esports,780,1.22,1.19,Valorant
miyori,Turkey,Sangal Rebels,373,1.08,1.14,Valorant
rAge,Ukraine,Hard Legion,10128,1.11,1.03,CSGO
GabiT,Brazil,BearClaw Gaming,987,1.08,1.02,Valorant
Vett,Brazil,3P,416,0.99,0.91,Valorant
Maciel,Brazil,Não temos um plano,360,0.98,0.92,Valorant
Dallas,Canada,RONIN,4849,1.02,1.02,CSGO
Twisten,Czech Republic,BIG,603,1.1,1.1,Valorant
points,Colombia,Infinity,3999,1.05,1.04,CSGO
Xander,Colombia,Los payasos,438,1.23,1.15,Valorant
Çapkın,Europe,JİTEM,332,1.07,1.0,Valorant
ap0c,Australia,AVANT,20225,1.04,1.03,CSGO
Agr0,United States,Free Fall,2811,0.92,0.97,Valorant
狗狗狗狗,Greece,Team_AlphaMales,456,0.96,1.02,Valorant
SalvoN,Tunisia,E9 Sports,2240,1.23,1.11,Valorant
Mile,Canada,Affinity,614,1.15,1.12,Valorant
Pocket,Australia,Trident Esports,814,1.2,1.16,Valorant
HyPer,India,TSF Gaming,850,1.1,1.09,Valorant
tot,Turkey,MC,3562,0.95,0.96,CSGO
CrYsTaL,Syria,aAa,313,1.27,1.06,Valorant
land1n,Brazil,paiN,19045,1.1,1.04,CSGO
T0nNyKIM,Cambodia,AG Esports,702,0.87,0.92,Valorant
d4v41,Malaysia,Paper Rex,600,1.15,1.01,Valorant
TvPhilip,United States,ex-Dallas Vendetta,729,0.99,0.94,Valorant
1uckie,Canada,jiliboo,862,0.98,1.01,Valorant
Peach,Pakistan,DreamSnipe,528,1.04,0.98,Valorant
Edwin,World,styLe,366,0.99,0.88,Valorant
insky,United States,minaweeb's money creW,2462,1.08,1.07,Valorant
becker,Norway,Nordavind,5069,0.93,0.95,CSGO
Fung3,Hong Kong,Griffin Esports,559,0.84,0.84,Valorant
tifa,Brazil,Imperial,10476,0.98,0.98,CSGO
raphh,Indonesia,Hike Digital Esports,313,0.92,0.93,Valorant
WickBM,Canada,Ownage,320,0.7,0.75,Valorant
psy,India,M42 Esports,452,1.11,1.13,Valorant
LYNXi,Finland,hREDS,4082,0.94,0.93,CSGO
felps,Brazil,SK,22930,1.09,1.08,CSGO
sickrey,Russia,Solo,413,1.04,0.94,Valorant
Rayy,Egypt,Paragon,362,0.87,0.84,Valorant
M1kE,Australia,Pristine Esports,980,0.93,0.92,Valorant
fifi,United States,$5 Chili's Gift Card,692,0.86,0.95,Valorant
Serenity,Canada,ExiLe Gaming,382,0.92,0.91,Valorant
d3ffo,Russia,M3 Champions,406,0.92,0.88,Valorant
koyot,Poland,Pompa,3811,0.95,0.95,CSGO
Lessa 火,Latin America,Worst Generation,954,1.21,1.01,Valorant
Einarhkays,Indonesia,CANO,3561,0.93,0.87,Valorant
ExEnN,Algeria,Ruthless54,334,1.19,1.14,Valorant
dimaxx,Portugal,UCAM Tokiers,399,0.85,0.89,Valorant
JDK,Australia,Riotous Raccoons,2638,0.95,0.95,CSGO
beyAz,France,dada,558,1.05,0.96,Valorant
jammyz,United States,Solo,802,1.01,0.92,Valorant
Tuli,Chile,Movistar Optix,493,1.05,1.06,Valorant
Senpai102k,Moldova,KAIDO,388,1.46,1.16,Valorant
Anbu,Canada,Solo,360,1.0,1.04,Valorant
Hroch,Europe,Nevim,402,0.75,0.78,Valorant
cadiaN,Denmark,Heroic,35365,1.11,1.05,CSGO
ezy-,Colombia,Ryze Gaming,804,1.08,0.99,Valorant
reltuC,United States,CLG,22664,1.0,0.97,CSGO
Sanji,Canada,UGK Esports,1158,0.9,0.92,Valorant
NuggeT,Greece,Victoire Gaming,686,1.01,1.07,Valorant
1uke,Russia,KAIDO,388,0.99,0.94,Valorant
Luc1d,Germany,CGN Esports,420,1.22,1.11,Valorant
Echo,Chile,RDP Esports,1029,1.11,1.06,Valorant
Umbra,Ireland,Celestials,476,0.72,0.74,Valorant
Savage,China,VG.CyberZen,21434,1.14,1.08,CSGO
high,Brazil,RD E-sports,517,1.19,1.05,Valorant
ekul,Australia,Paradox,11069,1.13,1.1,CSGO
Summer,China,TYLOO,30399,1.14,1.08,CSGO
xenon,Russia,Solo,413,1.08,1.08,Valorant
Caders,United States,Solo,1092,1.01,1.0,Valorant
TEKO,Brazil,Jaguares,2791,0.89,0.91,CSGO
nosraC,United States,Rebirth,7397,0.93,0.94,CSGO
pavelzzzy,Brazil,RED Canids Kalunga,663,1.19,1.17,Valorant
Cla,France,TENSTAR Nova,762,1.48,1.37,Valorant
stanly,Russia,VCTRY Esports,918,0.89,0.9,Valorant
lora,Hungary,Budapest Five,334,0.81,0.77,Valorant
sonder,China,Shopify Rebellion,1208,1.13,1.13,Valorant
bryce,Singapore,KPMOONIIBLM9,780,1.29,1.18,Valorant
Laz,Thailand,Team NKT,670,1.15,1.04,Valorant
Mae,United States,NMG Celeste,409,0.94,0.89,Valorant
WolfY,United States,Lyngby Vikings,8491,1.08,1.03,CSGO
CatAunty,India,TiAMAT,322,0.96,0.95,Valorant
dKim,Canada,Spectral Esports,314,0.95,0.97,Valorant
NxT emptyKR,South Korea,Next eSports,326,0.86,0.78,Valorant
TorPe,Spain,gBots,3725,0.9,0.9,CSGO
suNny,Finland,ENCE,33373,1.07,1.06,CSGO
BORKUM,Philippines,TNC,5904,1.04,1.03,CSGO
Machinegun,Mongolia,TheMongolz,10370,1.09,1.09,CSGO
hoppY,France,Mandatory,312,1.01,1.04,Valorant
snchq,Europe,Lapki,304,1.09,1.01,Valorant
surprise,Brazil,3P,416,1.27,1.22,Valorant
RUSH,United States,Cloud9,35610,0.99,0.98,CSGO
MOLSI,Poland,PACT,7648,0.95,0.96,CSGO
grubinho,Poland,Team Heretics,1108,1.15,1.05,Valorant
benny,Sweden,Crowns,5640,0.97,0.97,CSGO
Infinite,United States,Party Astronauts,17474,1.14,1.11,CSGO
fifty,Indonesia,Solid Wanderers,714,0.96,0.87,Valorant
Wzzy,World,NOCTA,369,1.22,1.04,Valorant
kyrrz,Spain,Solo,773,1.26,1.09,Valorant
TPN Prof,Canada,Taipan Esports,592,0.75,0.77,Valorant
JAMTER,Russia,Tactical Five,952,1.24,1.15,Valorant
1ndra,Russia,Ezclap,1078,1.23,1.15,Valorant
Ezzy,India,Solo,576,0.84,0.88,Valorant
Scrounge,United States,Untouchaballs,8520,1.08,1.1,Valorant
micaela,Argentina,Clowns Killer,798,1.38,1.27,Valorant
B1ad3,Ukraine,FlipSid3,23232,0.8,0.83,CSGO
Addy,United States,Hidden Fang,1678,1.08,1.01,Valorant
ZOREE,Finland,HAVU,42423,1.16,1.09,CSGO
Tiraye,United States,Gen.G Black,556,1.04,1.05,Valorant
ohai,United States,Team Basilisk,4546,1.03,1.06,Valorant
EXR,Denmark,Reason,3869,0.91,0.91,CSGO
koof,United States,TradeLikePros,588,0.77,0.83,Valorant
Nh0zKon,Vietnam,CBD Prime,1212,1.11,1.05,Valorant
813,China,Aster,3937,1.0,1.01,CSGO
Desperation,Russia,Without negative,384,0.94,0.98,Valorant
t0rick,Azerbaijan,Syman,9581,0.92,0.92,CSGO
niffy,Thailand,Sharper Esport,663,1.1,1.02,Valorant
optimist,Russia,SMARACIS eSports,457,1.06,1.02,Valorant
cch0,United States,Man I Love Fwogs,348,0.83,0.85,Valorant
N33K,Canada,Team Flux Academy,386,0.7,0.77,Valorant
Sora,Great Britain,Waz and co,862,1.15,1.22,Valorant
jenna,Canada,Elysian,784,0.68,0.7,Valorant
NiKo,Bosnia and Herzegovina,G2,39556,1.19,1.15,CSGO
dezon,Sweden,Galaxy Racer,10707,0.97,0.96,CSGO
DAVEY,Canada,Splyce,20694,0.98,0.99,CSGO
Estrella,South Korea,Desperado,524,1.5,1.35,Valorant
Kheops,Algeria,Made in dz,1340,1.09,1.07,Valorant
ShoT_UP,United States,BLITZKRIEG,4934,1.0,1.0,CSGO
FoDa,Hungary,volgare,5024,0.83,0.86,CSGO
flying,China,Invictus,10075,1.07,1.06,CSGO
Moon--,Brazil,Skyline Rebaixado,328,0.8,0.8,Valorant
z7eus,Austria,IESR,768,1.36,1.2,Valorant
Fubuki SemClã,Brazil,Jogan Adulto,606,0.87,0.94,Valorant
RND,Brazil,Portuguesa Esports,1995,1.3,1.24,Valorant
ChromnZ,Sri Lanka,Union Gaming,573,1.14,1.14,Valorant
Yoshii,Vietnam,Teal Seam,1542,1.18,1.11,Valorant
runi,United States,Zero Marksmen Black,2509,1.26,1.17,Valorant
KalubeR,Bulgaria,SKADE,5772,1.05,1.03,CSGO
emi,Serbia,Valiance,26663,0.94,0.94,CSGO
Hanna,Brazil,NTN,508,0.77,0.84,Valorant
MICHU,Poland,Virtus.pro,42782,1.1,1.08,CSGO
dav1dK,Germany,Berzerk,5375,0.91,0.93,CSGO
pr,Portugal,OFFSET,7701,0.95,0.97,CSGO
jannyXD,Portugal,Rebels Gaming,817,1.09,1.04,Valorant
Daffu,Denmark,Lyngby Vikings,11757,1.01,0.99,CSGO
Friis,Denmark,SK,24254,1.05,1.01,CSGO
AniK0R,CIS,Smile,344,1.15,1.06,Valorant
sdy,Ukraine,Spirit,25057,1.12,1.06,CSGO
xand,Brazil,Ninjas in Pyjamas,820,1.14,1.14,Valorant
brett,United States,Third Impact,4181,0.94,0.96,CSGO
JLBoubex,Europe,MIX,566,0.91,0.9,Valorant
aproto,United States,Luminosity Gaming,814,1.37,1.15,Valorant
doublemagic,Bulgaria,FATE,4086,0.93,0.92,CSGO
JUSTCAUSE,Thailand,Maple,9008,0.97,0.97,CSGO
dephh,United Kingdom,Complexity,20106,0.98,0.99,CSGO
AzzaBennett,Great Britain,Lavender Boys,1386,1.09,1.04,Valorant
carryS,Turkey,Looking For Organization TR,420,0.94,0.93,Valorant
mizzy,Australia,Bizarre,4024,0.9,0.92,CSGO
NaToSaphiX,Denmark,Sprout,24733,1.16,1.08,CSGO
TORAS,Lithuania,Playing Ducks,3937,0.93,0.95,CSGO
chopper,Russia,Spirit,25970,0.98,0.97,CSGO
Arquiza,Philippines,Bestial Esports,591,1.0,1.03,Valorant
tankzor,Russia,Solo,397,1.03,0.95,Valorant
rilax,Netherlands,Lyngby Vikings,7713,1.03,1.01,CSGO
alexis,United States,Cloud9 White,756,1.01,0.95,Valorant
kacpi,Poland,Ungentium,398,1.17,1.15,Valorant
Busterrr,India,Team Valor,825,1.1,1.01,Valorant
RCF,Brazil,Sharks,15787,1.04,1.02,CSGO
jeyj7y,Turkey,Surreal Esports,1564,0.97,1.0,Valorant
nak,Brazil,Sharks,13210,0.93,0.92,CSGO
Aiko,United States,DNADIFF,5290,0.97,0.96,Valorant
Noobster,Australia,Ground Zero,12790,1.02,1.01,CSGO
2D,Australia,Ground Zero,3524,1.15,1.08,CSGO
mindle,Brazil,ODDIK Bright,308,1.06,1.01,Valorant
Bamby,United States,EastCoastGaming,320,0.86,0.84,Valorant
Wanheda,Slovenia,Diamant Esports,520,1.0,0.95,Valorant
TINH,Vietnam,Team Big BAAM,313,0.93,0.91,Valorant
DaZeD,United States,iBUYPOWER,4518,1.1,1.06,CSGO
Focho,World,4 The content,597,1.39,1.29,Valorant
Chain,World,Digital Gaming,720,0.98,1.04,Valorant
crank,Poland,SEAL,6006,0.97,0.96,CSGO
Brave,Turkey,SuperMassive Blaze,490,0.88,0.9,Valorant
KAB0M,Sweden,DenDD,6154,1.08,1.04,CSGO
sausol,Spain,MAD Lions,3942,1.09,1.06,CSGO
BURNRUOk,Australia,Ground Zero,22168,0.97,0.98,CSGO
kaiG,Brazil,Bravos,12275,1.05,1.03,CSGO
shEMETA,Bulgaria,MK,5441,0.91,0.92,CSGO
fostar,Ukraine,Trasko,3813,1.0,0.98,CSGO
Snappi,Denmark,ENCE,37272,0.98,0.96,CSGO
potter,United States,CLG Red,2979,1.11,1.08,CSGO
Shr1mp,China,TYLOO,431,0.92,0.97,Valorant
Crøwмaи,World,Black Horus,338,0.77,0.77,Valorant
FlyingCoffee,Turkey,Lions E-Sports,584,1.09,1.17,Valorant
duracel,Brazil,4 ruim e 1 ruim,304,0.95,1.0,Valorant
rate,Mongolia,Renewal,6311,1.02,1.01,CSGO
REAZY,Turkey,Team Aurora,662,1.25,1.15,Valorant
JOTA,Brazil,Bravos,6581,1.11,1.06,CSGO
Vertician,Canada,Head in the Clouds,460,1.37,1.17,Valorant
Ralle,Sweden,Limitless,765,0.87,0.81,Valorant
Harmful,United States,TSM FTX Academy,2768,1.19,1.15,Valorant
jas,Poland,ownage,979,1.15,1.14,Valorant
Unholykid,United States,Green Beans,4456,0.92,1.02,Valorant
Renn,Indonesia,Solo,437,0.98,1.03,Valorant
Kuny,United States,WrGaming,936,0.91,0.95,Valorant
zEptonL,Denmark,Singularity,3082,1.12,1.1,CSGO
nooky,Germany,mousesports,4994,0.99,0.96,CSGO
Ex6TenZ,Belgium,Titan,36352,0.96,0.94,CSGO
Caz,Puerto Rico,Vi4 Esports,649,1.2,1.14,Valorant
jks,Australia,Complexity,29891,1.12,1.07,CSGO
Rita,China,HegemonyPerson,5145,0.84,0.86,CSGO
roca,United States,Splyce,17324,1.02,1.02,CSGO
Unravel,Russia,Smile,344,1.53,1.46,Valorant
n4sh,Argentina,Senza Org,401,0.97,0.94,Valorant
Luken,Argentina,Sharks,6097,1.17,1.11,CSGO
Aisling,Philippines,FUMA Ladies,411,1.02,1.01,Valorant
Wolffe,United States,RBG,3888,1.01,1.0,CSGO
godvexy,India,Solo,732,1.0,0.94,Valorant
jkaem,Norway,Renegades,30745,1.04,1.03,CSGO
Knowbii,Sweden,Solo,357,0.92,0.89,Valorant
CuhChow,Canada,Dollar Sushi,768,0.77,0.74,Valorant
AmaNEk,France,G2,25859,1.07,1.02,CSGO
sonic,Kazakhstan,Tengri,4454,0.83,0.85,CSGO
chloe,Canada,Misfits Black,623,0.95,0.98,Valorant
moonlightmei,Europe,Sabres Impact,306,0.76,0.77,Valorant
Inseaniac,Canada,GGPR,4508,1.11,1.08,CSGO
Lesi,Latin America,Gaming Sisters,366,0.91,0.98,Valorant
1TaPGoD,India,True Rippers,1384,1.17,1.14,Valorant
n0rb3r7,Russia,K23,23264,1.04,1.04,CSGO
crab1k,Russia,SMARACIS eSports,457,1.06,1.0,Valorant
daynos,Malaysia,Team 600,420,1.06,1.11,Valorant
RapiidOMG,Europe,Orgless,348,0.75,0.81,Valorant
7êvên,Europe,Nevim,402,0.73,0.74,Valorant
afterglow,Malaysia,Team Impakt Red,472,1.25,1.17,Valorant
chloric,Canada,Eclectiq,362,0.84,0.88,Valorant
Goofy,Poland,Wisla Krakow,24750,1.01,1.01,CSGO
Feels,Mexico,Vi4 Esports,1314,0.95,0.94,Valorant
obj,Portugal,eXploit,9916,1.06,1.01,CSGO
cwaudia,Lithuania,Solo,356,0.86,0.9,Valorant
ENDWALKER,World,57 Rạch Bùng Binh,999,0.81,0.87,Valorant
ZeFRy,Spain,Project K,872,1.0,0.95,Valorant
Rano,United States,Solo,1556,0.82,0.89,Valorant
brawk,United States,Ghost Gaming,1108,1.21,1.07,Valorant
Verninaa,Canada,Misfits Black,590,0.95,0.95,Valorant
cJ,United States,Selfless,5023,0.92,0.93,CSGO
restikk,Argentina,Coscu Army,5712,0.96,0.96,CSGO
Moh,Saudi Arabia,Roh Elbas Gang,2856,1.21,1.15,Valorant
Rnr,Brazil,Treinao do Fra,1032,1.24,1.13,Valorant
IceBerg,Denmark,Singularity,4409,0.84,0.87,CSGO
TOR,Thailand,Signature,11472,1.09,1.06,CSGO
MATIASPRIETO,World,Unknown Soldiers,372,0.66,0.7,Valorant
epathy,United States,SoaR,1425,1.15,1.07,Valorant
nat1ve,Ukraine,B8,3504,0.92,0.93,CSGO
rotez,Europe,NyTipo,666,0.99,1.04,Valorant
Tuboshu,Taiwan,LP33,300,1.09,0.88,Valorant
Emzuwu,Great Britain,The Goose House,665,1.08,0.99,Valorant
Izzy,Turkey,9INE,3003,1.17,1.1,CSGO
smn,Germany,n!faculty,4200,0.97,0.98,CSGO
ExciteMVP,Canada,afterMath Esports,936,1.04,0.99,Valorant
gr3eps,Chile,Rebirth Esports,1262,1.18,1.09,Valorant
Retla,Singapore,HZ,3484,0.97,0.97,CSGO
AhMab,Cambodia,YeakSa OJK,323,1.0,0.93,Valorant
Yuno,Canada,Hidden Element,501,0.56,0.55,Valorant
TiduS,France,Team Galaga,632,1.13,1.12,Valorant
Jinx,United States,Omni Performance Gaming,770,1.01,0.98,Valorant
Karizmah,United States,Solo,1171,0.73,0.78,Valorant
Medusa,South Korea,REJECT,367,0.99,0.94,Valorant
GandalfPack,Canada,Digital,597,0.82,0.87,Valorant
KILLDREAM,Portugal,yng Sharks,370,1.07,1.11,Valorant
vCan,Turkey,3 Gün Yeter,338,1.09,1.05,Valorant
Hyzee,Vietnam,DivisionX Gaming,1990,1.22,1.12,Valorant
VNko,Bulgaria,Bpro,3616,0.91,0.9,CSGO
hoot,Canada,Project Icarus,400,0.71,0.77,Valorant
Calvin_S,Germany,Solo,324,1.59,1.41,Valorant
UNFAKE,Poland,Team Queso,417,1.14,1.14,Valorant
marina,Spain,STELLAR,482,1.12,1.14,Valorant
Noia,Denmark,XSET Female,767,1.3,1.25,Valorant
koosta,United States,Solo,592,1.04,0.92,Valorant
KEi,Poland,AVEZ,14445,1.05,1.05,CSGO
dimasick,Kazakhstan,AVANGAR,15322,1.04,1.02,CSGO
kilato,Argentina,New Legion,832,0.95,0.92,Valorant
FIOURN,China,Invictus,5982,0.87,0.89,CSGO
Range,Turkey,36numara,566,1.02,1.0,Valorant
miEL,Latin America,Renos Esports,306,1.14,1.13,Valorant
chanel,Turkey,Solo,356,1.04,1.05,Valorant
flainzz,Brazil,INGAMING Esports,617,0.93,0.9,Valorant
DBE sumi,Latin America,Diablada Esports,597,0.8,0.74,Valorant
arbie,Hungary,iPon Esports,823,1.1,1.0,Valorant
moose⁠,Canada,Luminosity Gaming,1210,1.13,1.03,Valorant
Cunha,Portugal,Giants,3386,0.93,0.95,CSGO
kraken,Morocco,THE RUFFIAN GOATS,818,1.07,1.09,Valorant
Leosen,Germany,Ovation eSports,694,1.1,1.02,Valorant
dawn7,Russia,VeselieVintovki,543,1.01,0.95,Valorant
tzin,Brazil,Ares e amigos,1023,1.2,1.04,Valorant
TenZ,Canada,Sentinels,400,1.06,1.06,Valorant
mou,Kazakhstan,K23,38924,1.1,1.05,CSGO
nk 하느님,World,CANDELARIA GAMING,528,1.39,1.21,Valorant
wakkexd,Sweden,Dame Time,628,0.91,1.0,Valorant
PapiChulo,Canada,New Moon,412,0.9,0.99,Valorant
waterfaLLZ,Russia,Quantum Bellator Fire,20704,1.01,1.0,CSGO
Church,United States,Big Frames,3561,0.88,0.9,CSGO
TORANECO,Japan,Solo,312,0.91,0.9,Valorant
nemias,Russia,komand04ka,446,0.84,0.89,Valorant
rubkkoide,Argentina,Pampas,639,1.37,1.2,Valorant
Ace,India,Entity,3350,1.09,1.05,CSGO
l0gicman,Turkey,Sangal,7312,1.01,0.99,CSGO
dziewichenko,Poland,Solo,379,1.11,1.0,Valorant
nex,Germany,BIG,28389,1.13,1.09,CSGO
req,Canada,Serving’s Little Angels,2368,1.2,1.22,Valorant
duck,United States,Team Nutty,2002,1.17,1.13,Valorant
hussaR,Hungary,Solo,459,1.1,1.07,Valorant
RCGOD,Brazil,Skyline Rebaixado,412,0.94,0.96,Valorant
Gray,Russia,FishkaVTom,391,1.0,0.99,Valorant
matr1x,Europe,Futbolist Female,301,0.79,0.81,Valorant
Lari sa,Brazil,Valkirias Esports,1140,0.84,0.86,Valorant
f0rsakeN,Indonesia,BOOM,2684,1.13,1.12,CSGO
kobruh,United States,Recon 5,6319,1.05,1.04,CSGO
Boaster,Great Britain,Fnatic,511,0.77,0.85,Valorant
oitaN,Japan,IGZIST,395,1.34,1.23,Valorant
ntk,Brazil,Ripsonho,1077,0.9,1.0,Valorant
poizon,Bulgaria,Complexity,27621,1.17,1.11,CSGO
seoul,South Korea,$5 Chili's Gift Card,710,0.85,0.86,Valorant
Kirby,Germany,n!faculty,8900,0.88,0.9,CSGO
FifTy,Japan,DeToNator,370,1.16,1.09,Valorant
Klaus,Argentina,KRÜ Esports,580,1.04,0.95,Valorant
Nanners,United States,Team Basilisk,4546,1.21,1.09,Valorant
Harmon,United States,YFP Gaming,1043,1.05,1.02,Valorant
JESMUND,Finland,KOVA,821,1.25,1.13,Valorant
gotten,Indonesia,Cereal Killers,424,1.14,1.16,Valorant
MARCTYLINHO,France,Sector One,669,1.03,0.97,Valorant
sperr,Estonia,WASD,5114,1.04,1.03,CSGO
arieldidi,Argentina,River Plate,3578,0.95,0.94,CSGO
Dcop,Mexico,TSM FTX Academy,475,0.98,0.99,Valorant
Jelly,Brazil,LUSA Red,570,0.97,1.03,Valorant
blaZek1ng,Indonesia,BOOM Esports,912,1.07,1.0,Valorant
KS,Denmark,Reason,6134,0.97,0.96,CSGO
v1olet,Thailand,Team JOBSO,329,0.82,0.79,Valorant
Tresh1k,Ukraine,"""spray'n'pray""",3293,0.95,0.95,CSGO
Quick,Spain,Giants Gaming,387,0.99,0.93,Valorant
Klamran,United States,Disciples,3748,0.92,0.97,Valorant
Dagr1s,United States,Zenigma Alpha,969,1.15,1.1,Valorant
Masic,Turkey,Surreal Esports,1564,1.27,1.16,Valorant
Ektor,Dominican Republic,TideWater Esports,342,0.99,0.92,Valorant
n0thing,United States,Cloud9,21021,1.03,1.02,CSGO
MoreYesNo,Vietnam,Nghien Gaming,666,0.89,0.91,Valorant
SN0KEER,Egypt,Fox Gaming,321,1.17,1.03,Valorant
aliStair,Australia,ORDER,24933,1.17,1.1,CSGO
NightmareSan,Germany,Team Three,546,0.91,0.88,Valorant
Welshy,United States,The Slimy Boogermen,1134,0.96,0.97,Valorant
BAZIX,United States,GunsForHire,2078,1.07,1.15,Valorant
daegan,Canada,Kennesaw State University,654,1.11,1.09,Valorant
cashmere,Indonesia,Xtardust,1572,0.96,0.93,Valorant
angelka,North Macedonia,GODSENT,609,1.07,1.08,Valorant
Felix,Germany,PENTA,457,1.18,1.12,Valorant
Theia,Turkey,STEP BACK,736,0.95,0.97,Valorant
EIZA,Latvia,NASR,2970,1.02,0.99,CSGO
Her1s,South Korea,Floma Gaming,488,0.85,0.82,Valorant
yellow,Australia,Sylyx,7006,0.99,0.98,CSGO
zorrele,Spain,Team Puñeta,1002,0.92,0.98,Valorant
synsi,Finland,Sunny Beach,1248,1.01,0.93,Valorant
Mr.six,China,New4,6220,1.04,1.05,CSGO
prakM,Australia,Grayhound,6587,0.95,0.96,CSGO
carlee,United States,Gen.G Black,486,1.02,0.99,Valorant
steel,Canada,T1,1414,1.04,1.03,Valorant
Kugio,Qatar,el bdoon,1044,1.09,1.14,Valorant
Duno,Russia,Natus Vincere,785,0.99,0.92,Valorant
Nanu,Argentina,Clowns Killer,798,0.73,0.7,Valorant
YHchen,Taiwan,STU,474,0.74,0.7,Valorant
ref0x,Indonesia,The Mafias,714,1.05,1.18,Valorant
megaputte,Finland,Monkey Momentum,435,0.83,0.85,Valorant
JSauls,United States,303 Esports,756,0.71,0.73,Valorant
capriciouS,Philippines,Siomai and Friends - Meraki,1126,1.51,1.37,Valorant
peqexino,Argentina,Meta,3018,1.07,1.02,CSGO
Haodong,China,EDward Gaming,910,1.07,0.96,Valorant
GC Nano,World,Goat Crew,608,1.14,1.09,Valorant
Hinataツ,World,Movistar Optix Fem,914,1.01,0.93,Valorant
DD JuJuu,Thailand,Dukdik Esport,376,0.9,0.9,Valorant
Ar3syK,Australia,Corvidae,4716,0.87,0.89,CSGO
kiNgg,Chile,Leviatán Esports,516,1.26,1.15,Valorant
claud,Canada,Addice,326,0.73,0.79,Valorant
Shadyy,Canada,Hidden Fang,1678,0.68,0.73,Valorant
atter,Sweden,Torpedo,6228,1.06,1.05,CSGO
splinter,Israel,Team Sinful,390,0.93,0.94,Valorant
Nakirye,Belgium,PASCHKA,1224,0.92,0.95,Valorant
flowsicK,United States,Denial,10074,0.86,0.87,CSGO
huliolio,Indonesia,Alter Ego,528,1.16,1.04,Valorant
poly,Thailand,Kid Mai Ork,2588,1.07,0.99,Valorant
tmL,Denmark,Ambush,2859,0.96,0.95,CSGO
Jupi,Austria,Rix.GG Lightning,478,1.06,0.96,Valorant
guerri,Brazil,CNB,4872,0.92,0.93,CSGO
milky,United States,STAY CALM,358,0.96,1.07,Valorant
misutaaa,France,Vitality,7708,0.97,0.97,CSGO
BTN,Romania,Nexus,24639,0.9,0.92,CSGO
ShoT UP,United States,FaZe Clan,1014,1.27,1.15,Valorant
Karma,Canada,Celestial Aim,488,0.91,0.96,Valorant
Dignifyed,Canada,Chosen 1's,537,0.85,0.85,Valorant
Bunny,Australia,Phoenix,594,0.75,0.79,Valorant
FRAGSTER Amon,Europe,Orgless Olafs,361,0.94,0.94,Valorant
nautic,Canada,Vireo.pro,3867,0.94,0.9,Valorant
Goliathz,Indonesia,EX Communicado,704,0.95,0.98,Valorant
Kryptix,Great Britain,Team Liquid,1226,1.12,1.0,Valorant
apinyanam,Thailand,FW Esports,422,1.05,1.1,Valorant
stax,Korea,MVP PK,6188,1.08,1.04,CSGO
puggy,Sweden,Dame Time,594,0.94,0.96,Valorant
Foxz,Thailand,Zootopia,2114,1.07,1.05,Valorant
Fresht,World,sfgkt,840,1.1,1.1,Valorant
Gooden,Argentina,Isurus,3105,0.92,0.94,CSGO
PLAYER1,Canada,FRENCH CANADIANS,3886,1.06,1.04,CSGO
Brandog,Canada,NonChalant VillainZ,312,0.9,0.88,Valorant
slajmon,Sweden,dog$afari,398,0.99,0.98,Valorant
Wildfire,Canada,Converse Esports,424,0.83,0.88,Valorant
Profile,Chile,New Blood,640,1.19,1.08,Valorant
Coach Joe,Canada,Nightblood Gaming,359,0.77,0.78,Valorant
MisteM,South Africa,ATK,2624,1.22,1.17,CSGO
NANZIN,Brazil,INGAMING Esports,574,0.88,0.91,Valorant
Riquee,Indonesia,Team NFA,1214,1.2,1.14,Valorant
BTHANY,Australia,xue hua piao piao,396,0.93,1.05,Valorant
krii,Latvia,EPG,10223,1.0,0.98,CSGO
Poopy,Indonesia,KINGSLAYERS,618,0.95,0.81,Valorant
Greed,United States,Solo,510,1.03,1.0,Valorant
xand,Brazil,INTZ,13210,1.1,1.07,CSGO
Kayros,United States,Elysium,1798,1.0,0.98,Valorant
flusha,Sweden,fnatic,46987,1.09,1.05,CSGO
Juan,Malaysia,Boss Gold,805,0.78,0.8,Valorant
Zeek,Latin America,Young Clan,344,1.07,1.09,Valorant
L1nk,China,DingFeng Gaming,1569,0.86,0.84,Valorant
GARN,Thailand,Hell,537,1.39,1.33,Valorant
moop,Australia,Animal Squad,3402,0.84,0.86,CSGO
rexxtoned,Russia,Tactical Five,423,1.0,0.99,Valorant
eleo,Czech Republic,M4LIK,461,1.08,0.97,Valorant
link,Canada,Elysium,746,1.16,1.09,Valorant
Mizu,Argentina,9z Team,498,1.28,1.16,Valorant
izzengi,Thailand,Kid Mai Ork,987,1.07,0.99,Valorant
Benevolence,United States,UnitedERA,362,0.9,0.9,Valorant
goa,Australia,Riotous Raccoons,2938,0.89,0.91,CSGO
fabi,Russia,IN.GAME,3221,0.85,0.88,CSGO
fenNy,Chile,PlayHard,570,1.41,1.23,Valorant
neT,United States,The Guard,1332,1.07,0.95,Valorant
Cade3k,United States,Teal Seam,1542,1.14,1.11,Valorant
Soaptw,Canada,Solo,426,0.77,0.76,Valorant
